County,State,Pollutant,Trend Statistic,total_trend_sites,avg_last5
Stokes County,NC,SO2,99th Percentile,1.0,3.6
Stone County,MS,O3,4th Max,2.0,0.062
Storey County,NV,CO,2nd Max,1.0,1.7399999999999998
Storey County,NV,O3,4th Max,6.0,0.068
Strafford County,NH,CO,2nd Max,1.0,1.0
Strafford County,NH,NO2,98th Percentile,2.0,44.8
Strafford County,NH,NO2,Annual Mean,2.0,10.6
Strafford County,NH,O3,4th Max,4.0,0.0618
Strafford County,NH,PM2.5,98th Percentile,5.0,15.2
Strafford County,NH,PM2.5,Weighted Annual Mean,5.0,5.960000000000001
Strafford County,NH,SO2,99th Percentile,2.0,2.0
Suffolk County,MA,CO,2nd Max,1.0,1.0
Suffolk County,MA,NO2,98th Percentile,2.0,44.8
Suffolk County,MA,NO2,Annual Mean,2.0,10.6
Suffolk County,MA,O3,4th Max,4.0,0.0618
Suffolk County,MA,PM2.5,98th Percentile,5.0,15.2
Suffolk County,MA,PM2.5,Weighted Annual Mean,5.0,5.960000000000001
Suffolk County,MA,SO2,99th Percentile,2.0,2.0
Suffolk County,NY,CO,2nd Max,4.0,1.5399999999999998
Suffolk County,NY,NO2,98th Percentile,3.0,47.0
Suffolk County,NY,NO2,Annual Mean,4.0,12.8
Suffolk County,NY,O3,4th Max,16.0,0.0668
Suffolk County,NY,PM10,2nd Max,1.0,33.4
Suffolk County,NY,PM2.5,98th Percentile,10.0,20.6
Suffolk County,NY,PM2.5,Weighted Annual Mean,10.0,7.44
Suffolk County,NY,SO2,99th Percentile,7.0,4.8
Suffolk city,VA,O3,4th Max,2.0,0.056999999999999995
Suffolk city,VA,PM10,2nd Max,1.0,21.0
Suffolk city,VA,PM2.5,98th Percentile,2.0,16.4
Suffolk city,VA,PM2.5,Weighted Annual Mean,2.0,6.92
Sullivan County,IN,O3,4th Max,2.0,0.065
Sullivan County,IN,PM2.5,98th Percentile,1.0,23.6
Sullivan County,IN,PM2.5,Weighted Annual Mean,1.0,9.239999999999998
Sullivan County,IN,SO2,99th Percentile,1.0,3.8
Sullivan County,TN,O3,4th Max,2.0,0.0618
Sullivan County,TN,PM2.5,98th Percentile,1.0,15.4
Sullivan County,TN,PM2.5,Weighted Annual Mean,1.0,6.859999999999999
Summit County,OH,O3,4th Max,2.0,0.0666
Summit County,OH,PM2.5,98th Percentile,3.0,19.8
Summit County,OH,PM2.5,Weighted Annual Mean,3.0,7.739999999999999
Summit County,OH,SO2,99th Percentile,1.0,5.2
Sumner County,KS,NO2,Annual Mean,2.0,5.0
Sumner County,KS,O3,4th Max,2.0,0.064
Sumner County,KS,PM10,2nd Max,1.0,82.8
Sumner County,KS,PM2.5,98th Percentile,2.0,21.4
Sumner County,KS,PM2.5,Weighted Annual Mean,2.0,8.4
Sumner County,KS,SO2,99th Percentile,1.0,3.0
Sumner County,TN,NO2,Annual Mean,1.0,6.6
Sumner County,TN,O3,4th Max,5.0,0.0644
Sumter County,GA,O3,4th Max,1.0,0.0596
Surry County,VA,O3,4th Max,2.0,0.056999999999999995
Surry County,VA,PM10,2nd Max,1.0,21.0
Surry County,VA,PM2.5,98th Percentile,2.0,16.4
Surry County,VA,PM2.5,Weighted Annual Mean,2.0,6.92
Sussex County,NJ,CO,2nd Max,4.0,1.5399999999999998
Sussex County,NJ,NO2,98th Percentile,3.0,47.0
Sussex County,NJ,NO2,Annual Mean,4.0,12.8
Sussex County,NJ,O3,4th Max,16.0,0.0668
Sussex County,NJ,PM10,2nd Max,1.0,33.4
Sussex County,NJ,PM2.5,98th Percentile,10.0,20.6
Sussex County,NJ,PM2.5,Weighted Annual Mean,10.0,7.44
Sussex County,NJ,SO2,99th Percentile,7.0,4.8
Sussex County,VA,NO2,98th Percentile,1.0,27.8
Sussex County,VA,NO2,Annual Mean,1.0,3.8
Sussex County,VA,O3,4th Max,5.0,0.0598
Sussex County,VA,PM2.5,98th Percentile,3.0,16.4
Sussex County,VA,PM2.5,Weighted Annual Mean,3.0,6.859999999999999
Sussex County,VA,SO2,99th Percentile,1.0,5.4
Sutter County,CA,NO2,98th Percentile,1.0,36.4
Sutter County,CA,NO2,Annual Mean,1.0,6.0
Sutter County,CA,O3,4th Max,2.0,0.06820000000000001
Sutter County,CA,PM2.5,98th Percentile,1.0,43.0
Sutter County,CA,PM2.5,Weighted Annual Mean,1.0,11.68
Sweetwater County,WY,PM10,2nd Max,11.0,65.03999999999999
Talbot County,GA,O3,4th Max,1.0,0.0596
Tangipahoa Parish,LA,PM2.5,98th Percentile,1.0,16.8
Tangipahoa Parish,LA,PM2.5,Weighted Annual Mean,1.0,7.56
Tarrant County,TX,NO2,98th Percentile,5.0,37.4
Tarrant County,TX,NO2,Annual Mean,7.0,6.2
Tarrant County,TX,O3,4th Max,15.0,0.0724
Tarrant County,TX,PM2.5,98th Percentile,4.0,21.2
Tarrant County,TX,PM2.5,Weighted Annual Mean,4.0,9.14
Tarrant County,TX,SO2,99th Percentile,2.0,8.8
Tate County,MS,O3,4th Max,4.0,0.0674
Taylor County,WV,PM2.5,98th Percentile,1.0,16.0
Taylor County,WV,PM2.5,Weighted Annual Mean,1.0,7.279999999999999
Tazewell County,IL,O3,4th Max,2.0,0.067
Tehama County,CA,O3,4th Max,2.0,0.0688
Teller County,CO,O3,4th Max,1.0,0.0704
Terrebonne Parish,LA,O3,4th Max,1.0,0.0612
Terrebonne Parish,LA,PM2.5,98th Percentile,1.0,22.2
Terrebonne Parish,LA,PM2.5,Weighted Annual Mean,1.0,7.74
Terrell County,GA,PM2.5,98th Percentile,1.0,26.6
Terrell County,GA,PM2.5,Weighted Annual Mean,1.0,9.32
Teton County,ID,O3,4th Max,1.0,0.0608
Teton County,WY,O3,4th Max,1.0,0.0608
Tippecanoe County,IN,O3,4th Max,1.0,0.0658
Tipton County,IN,O3,4th Max,5.0,0.0666
Tipton County,IN,PM10,2nd Max,1.0,71.6
Tipton County,IN,PM2.5,98th Percentile,3.0,27.2
Tipton County,IN,PM2.5,Weighted Annual Mean,3.0,10.66
Tipton County,IN,SO2,99th Percentile,1.0,6.2
Tipton County,TN,O3,4th Max,4.0,0.0674
Toa Alta Municipio,PR,PM10,2nd Max,1.0,100.6
Toa Alta Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Toa Alta Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Toa Baja Municipio,PR,PM10,2nd Max,1.0,100.6
Toa Baja Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Toa Baja Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Tompkins County,NY,O3,4th Max,1.0,0.0596
Tooele County,UT,CO,2nd Max,1.0,1.04
Tooele County,UT,NO2,Annual Mean,1.0,13.4
Tooele County,UT,O3,4th Max,1.0,0.0746
Tooele County,UT,PM10,2nd Max,1.0,83.2
Tooele County,UT,PM2.5,98th Percentile,1.0,28.6
Tooele County,UT,PM2.5,Weighted Annual Mean,1.0,7.160000000000001
Torrance County,NM,CO,2nd Max,1.0,0.8800000000000001
Torrance County,NM,NO2,98th Percentile,1.0,43.2
Torrance County,NM,NO2,Annual Mean,1.0,8.4
Torrance County,NM,O3,4th Max,3.0,0.0694
Torrance County,NM,PM10,2nd Max,2.0,169.4
Torrance County,NM,PM2.5,98th Percentile,1.0,13.8
Torrance County,NM,PM2.5,Weighted Annual Mean,1.0,5.220000000000001
Travis County,TX,O3,4th Max,2.0,0.06720000000000001
Travis County,TX,PM10,2nd Max,1.0,66.0
Trigg County,KY,O3,4th Max,2.0,0.060399999999999995
Trigg County,KY,PM2.5,98th Percentile,1.0,21.8
Trigg County,KY,PM2.5,Weighted Annual Mean,1.0,8.379999999999999
Trousdale County,TN,NO2,Annual Mean,1.0,6.6
Trousdale County,TN,O3,4th Max,5.0,0.0644
Trujillo Alto Municipio,PR,PM10,2nd Max,1.0,100.6
Trujillo Alto Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Trujillo Alto Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Trumbull County,OH,O3,4th Max,4.0,0.0654
Trumbull County,OH,PM10,2nd Max,1.0,32.5
Trumbull County,OH,PM2.5,98th Percentile,1.0,21.0
Trumbull County,OH,PM2.5,Weighted Annual Mean,1.0,7.0200000000000005
Tulare County,CA,NO2,98th Percentile,1.0,44.0
Tulare County,CA,NO2,Annual Mean,1.0,8.6
Tulare County,CA,O3,4th Max,2.0,0.087
Tulare County,CA,PM2.5,98th Percentile,1.0,67.2
Tulare County,CA,PM2.5,Weighted Annual Mean,1.0,18.92
Tulsa County,OK,NO2,Annual Mean,1.0,6.6
Tulsa County,OK,O3,4th Max,3.0,0.0668
Tulsa County,OK,PM2.5,98th Percentile,1.0,21.8
Tulsa County,OK,PM2.5,Weighted Annual Mean,1.0,8.680000000000001
Tulsa County,OK,SO2,99th Percentile,1.0,6.4
Tunica County,MS,O3,4th Max,4.0,0.0674
Tuolumne County,CA,O3,4th Max,1.0,0.069
Tuscaloosa County,AL,O3,4th Max,1.0,0.0576
Twiggs County,GA,O3,4th Max,1.0,0.0616
Twiggs County,GA,PM2.5,98th Percentile,2.0,20.6
Twiggs County,GA,PM2.5,Weighted Annual Mean,2.0,8.580000000000002
Union County,NC,NO2,98th Percentile,1.0,35.2
Union County,NC,NO2,Annual Mean,1.0,6.6
Union County,NC,O3,4th Max,6.0,0.0644
Union County,NC,PM2.5,98th Percentile,1.0,18.8
Union County,NC,PM2.5,Weighted Annual Mean,1.0,8.080000000000002
Union County,NJ,CO,2nd Max,4.0,1.5399999999999998
Union County,NJ,NO2,98th Percentile,3.0,47.0
Union County,NJ,NO2,Annual Mean,4.0,12.8
Union County,NJ,O3,4th Max,16.0,0.0668
Union County,NJ,PM10,2nd Max,1.0,33.4
Union County,NJ,PM2.5,98th Percentile,10.0,20.6
Union County,NJ,PM2.5,Weighted Annual Mean,10.0,7.44
Union County,NJ,SO2,99th Percentile,7.0,4.8
Union County,OH,O3,4th Max,5.0,0.0636
Union County,OH,PM2.5,98th Percentile,1.0,21.8
Union County,OH,PM2.5,Weighted Annual Mean,1.0,8.76
Union County,SC,O3,4th Max,1.0,0.0646
Union County,TN,O3,4th Max,5.0,0.0606
Union Parish,LA,O3,4th Max,1.0,0.06
Union Parish,LA,PM2.5,98th Percentile,1.0,17.6
Union Parish,LA,PM2.5,Weighted Annual Mean,1.0,7.6
Upshur County,TX,NO2,98th Percentile,1.0,17.6
Upshur County,TX,NO2,Annual Mean,1.0,2.8
Upshur County,TX,O3,4th Max,1.0,0.0634
Upshur County,TX,SO2,99th Percentile,1.0,33.0
Utah County,UT,O3,4th Max,1.0,0.06860000000000001
Utah County,UT,PM10,2nd Max,1.0,77.2
Utah County,UT,PM2.5,98th Percentile,2.0,23.8
Utah County,UT,PM2.5,Weighted Annual Mean,2.0,6.840000000000001
Valencia County,NM,CO,2nd Max,1.0,0.8800000000000001
Valencia County,NM,NO2,98th Percentile,1.0,43.2
Valencia County,NM,NO2,Annual Mean,1.0,8.4
Valencia County,NM,O3,4th Max,3.0,0.0694
Valencia County,NM,PM10,2nd Max,2.0,169.4
Valencia County,NM,PM2.5,98th Percentile,1.0,13.8
Valencia County,NM,PM2.5,Weighted Annual Mean,1.0,5.220000000000001
Vanderburgh County,IN,O3,4th Max,5.0,0.0654
Vanderburgh County,IN,PM2.5,98th Percentile,1.0,21.4
Vanderburgh County,IN,PM2.5,Weighted Annual Mean,1.0,9.02
Vanderburgh County,IN,SO2,99th Percentile,1.0,38.6
Vega Alta Municipio,PR,PM10,2nd Max,1.0,100.6
Vega Alta Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Vega Alta Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Vega Baja Municipio,PR,PM10,2nd Max,1.0,100.6
Vega Baja Municipio,PR,PM2.5,98th Percentile,1.0,20.2
Vega Baja Municipio,PR,PM2.5,Weighted Annual Mean,1.0,7.58
Ventura County,CA,NO2,98th Percentile,2.0,27.4
Ventura County,CA,NO2,Annual Mean,2.0,5.4
Ventura County,CA,O3,4th Max,5.0,0.0688
Ventura County,CA,PM2.5,98th Percentile,4.0,18.6
Ventura County,CA,PM2.5,Weighted Annual Mean,4.0,7.0
Vermillion County,IN,O3,4th Max,2.0,0.065
Vermillion County,IN,PM2.5,98th Percentile,1.0,23.6
Vermillion County,IN,PM2.5,Weighted Annual Mean,1.0,9.239999999999998
Vermillion County,IN,SO2,99th Percentile,1.0,3.8
Victoria County,TX,O3,4th Max,1.0,0.060399999999999995
Vigo County,IN,O3,4th Max,2.0,0.065
Vigo County,IN,PM2.5,98th Percentile,1.0,23.6
Vigo County,IN,PM2.5,Weighted Annual Mean,1.0,9.239999999999998
Vigo County,IN,SO2,99th Percentile,1.0,3.8
Virginia Beach city,VA,O3,4th Max,2.0,0.056999999999999995
Virginia Beach city,VA,PM10,2nd Max,1.0,21.0
Virginia Beach city,VA,PM2.5,98th Percentile,2.0,16.4
Virginia Beach city,VA,PM2.5,Weighted Annual Mean,2.0,6.92
Volusia County,FL,O3,4th Max,1.0,0.0578
Volusia County,FL,PM10,2nd Max,1.0,51.8
Volusia County,FL,PM2.5,98th Percentile,1.0,16.0
Volusia County,FL,PM2.5,Weighted Annual Mean,1.0,7.1800000000000015
Wabash County,IN,O3,4th Max,1.0,0.06620000000000001
Wabasha County,MN,PM2.5,98th Percentile,1.0,21.8
Wabasha County,MN,PM2.5,Weighted Annual Mean,1.0,6.9
Wagoner County,OK,NO2,Annual Mean,1.0,6.6
Wagoner County,OK,O3,4th Max,3.0,0.0668
Wagoner County,OK,PM2.5,98th Percentile,1.0,21.8
Wagoner County,OK,PM2.5,Weighted Annual Mean,1.0,8.680000000000001
Wagoner County,OK,SO2,99th Percentile,1.0,6.4
Wake County,NC,O3,4th Max,2.0,0.062
Wake County,NC,PM2.5,98th Percentile,1.0,20.8
Wake County,NC,PM2.5,Weighted Annual Mean,1.0,8.16
Wakulla County,FL,O3,4th Max,2.0,0.0576
Wakulla County,FL,PM2.5,98th Percentile,1.0,17.0
Wakulla County,FL,PM2.5,Weighted Annual Mean,1.0,7.5
Walker County,AL,CO,2nd Max,1.0,1.0
Walker County,AL,O3,4th Max,7.0,0.0646
Walker County,AL,PM10,2nd Max,4.0,58.42
Walker County,AL,PM2.5,98th Percentile,3.0,18.4
Walker County,AL,PM2.5,Weighted Annual Mean,3.0,8.94
Walker County,AL,SO2,99th Percentile,1.0,6.8
Walker County,GA,O3,4th Max,2.0,0.0638
Walker County,GA,PM2.5,98th Percentile,2.0,21.4
Walker County,GA,PM2.5,Weighted Annual Mean,2.0,8.24
Waller County,TX,CO,2nd Max,1.0,1.16
Waller County,TX,NO2,98th Percentile,8.0,37.0
Waller County,TX,NO2,Annual Mean,10.0,7.2
Waller County,TX,O3,4th Max,15.0,0.07260000000000001
Waller County,TX,PM10,2nd Max,4.0,64.92
Waller County,TX,PM2.5,98th Percentile,3.0,22.8
Waller County,TX,PM2.5,Weighted Annual Mean,3.0,10.26
Waller County,TX,SO2,99th Percentile,2.0,10.4
Walton County,GA,O3,4th Max,9.0,0.066
Walton County,GA,PM2.5,98th Percentile,4.0,20.2
Walton County,GA,PM2.5,Weighted Annual Mean,4.0,8.66
Walton County,GA,SO2,99th Percentile,1.0,4.2
Walworth County,WI,O3,4th Max,1.0,0.0714
Warren County,IA,PM2.5,98th Percentile,2.0,19.0
Warren County,IA,PM2.5,Weighted Annual Mean,2.0,7.5200000000000005
Warren County,IN,O3,4th Max,1.0,0.0658
Warren County,KY,O3,4th Max,1.0,0.0618
Warren County,MO,NO2,98th Percentile,1.0,38.8
Warren County,MO,NO2,Annual Mean,1.0,8.8
Warren County,MO,O3,4th Max,9.0,0.069
Warren County,MO,PM2.5,98th Percentile,2.0,21.0
Warren County,MO,PM2.5,Weighted Annual Mean,2.0,8.4
Warren County,MO,Pb,Max 3-Month Average,2.0,0.06
Warren County,MO,SO2,99th Percentile,3.0,8.2
Warren County,NJ,NO2,Annual Mean,1.0,7.8
Warren County,NJ,O3,4th Max,2.0,0.06420000000000001
Warren County,NJ,PM10,2nd Max,1.0,47.8
Warren County,NJ,PM2.5,98th Percentile,1.0,24.4
Warren County,NJ,PM2.5,Weighted Annual Mean,1.0,8.12
Warren County,OH,O3,4th Max,9.0,0.068
Warren County,OH,PM10,2nd Max,2.0,44.4
Warren County,OH,PM2.5,98th Percentile,4.0,22.2
Warren County,OH,PM2.5,Weighted Annual Mean,4.0,9.24
Warren County,PA,SO2,99th Percentile,1.0,42.2
Warren County,VA,CO,2nd Max,1.0,1.16
Warren County,VA,NO2,98th Percentile,4.0,35.0
Warren County,VA,NO2,Annual Mean,5.0,8.0
Warren County,VA,O3,4th Max,13.0,0.0638
Warren County,VA,PM2.5,98th Percentile,5.0,19.2
Warren County,VA,PM2.5,Weighted Annual Mean,5.0,7.24
Warrick County,IN,O3,4th Max,5.0,0.0654
Warrick County,IN,PM2.5,98th Percentile,1.0,21.4
Warrick County,IN,PM2.5,Weighted Annual Mean,1.0,9.02
Warrick County,IN,SO2,99th Percentile,1.0,38.6
Washington County,FL,O3,4th Max,1.0,0.0588
Washington County,IA,PM2.5,98th Percentile,1.0,21.2
Washington County,IA,PM2.5,Weighted Annual Mean,1.0,8.14
Washington County,IN,O3,4th Max,5.0,0.0654
Washington County,IN,SO2,99th Percentile,3.0,8.0
Washington County,MD,O3,4th Max,2.0,0.0608
Washington County,MD,PM2.5,98th Percentile,2.0,22.4
Washington County,MD,PM2.5,Weighted Annual Mean,2.0,7.840000000000001
Washington County,MN,CO,2nd Max,3.0,1.0399999999999998
Washington County,MN,NO2,98th Percentile,1.0,23.6
Washington County,MN,NO2,Annual Mean,2.0,5.8
Washington County,MN,O3,4th Max,3.0,0.06239999999999999
Washington County,MN,PM10,2nd Max,1.0,76.8
Washington County,MN,PM2.5,98th Percentile,6.0,24.8
Washington County,MN,PM2.5,Weighted Annual Mean,6.0,7.88
Washington County,MN,SO2,99th Percentile,4.0,6.8
Washington County,NE,PM10,2nd Max,3.0,59.46
Washington County,NE,PM2.5,98th Percentile,5.0,20.6
Washington County,NE,PM2.5,Weighted Annual Mean,5.0,7.4799999999999995
Washington County,NE,SO2,99th Percentile,1.0,41.0
Washington County,OH,O3,4th Max,1.0,0.0612
Washington County,OR,CO,2nd Max,1.0,3.9199999999999995
Washington County,OR,O3,4th Max,3.0,0.05900000000000002
Washington County,OR,PM2.5,98th Percentile,1.0,22.2
Washington County,OR,PM2.5,Weighted Annual Mean,1.0,7.42
Washington County,PA,NO2,98th Percentile,2.0,34.8
Washington County,PA,NO2,Annual Mean,2.0,7.2
Washington County,PA,O3,4th Max,10.0,0.063
Washington County,PA,PM10,2nd Max,5.0,51.239999999999995
Washington County,PA,PM2.5,98th Percentile,10.0,21.8
Washington County,PA,PM2.5,Weighted Annual Mean,10.0,8.6
Washington County,PA,SO2,99th Percentile,5.0,19.8
Washington County,RI,CO,2nd Max,1.0,0.9
Washington County,RI,O3,4th Max,3.0,0.0658
Washington County,RI,PM10,2nd Max,1.0,22.6
Washington County,RI,PM2.5,98th Percentile,4.0,16.6
Washington County,RI,PM2.5,Weighted Annual Mean,4.0,6.16
Washington County,RI,SO2,99th Percentile,1.0,3.2
Washington County,VA,O3,4th Max,2.0,0.0618
Washington County,VA,PM2.5,98th Percentile,1.0,15.4
Washington County,VA,PM2.5,Weighted Annual Mean,1.0,6.859999999999999
Washington County,WI,O3,4th Max,4.0,0.07160000000000001
Washington County,WI,PM2.5,98th Percentile,2.0,25.0
Washington County,WI,PM2.5,Weighted Annual Mean,2.0,8.52
Washoe County,NV,CO,2nd Max,1.0,1.7399999999999998
Washoe County,NV,O3,4th Max,6.0,0.068
Washtenaw County,MI,O3,4th Max,2.0,0.0668
Washtenaw County,MI,PM2.5,98th Percentile,1.0,23.8
Washtenaw County,MI,PM2.5,Weighted Annual Mean,1.0,8.879999999999999
Waukesha County,WI,O3,4th Max,4.0,0.07160000000000001
Waukesha County,WI,PM2.5,98th Percentile,2.0,25.0
Waukesha County,WI,PM2.5,Weighted Annual Mean,2.0,8.52
Wayne County,MI,CO,2nd Max,1.0,1.3
Wayne County,MI,O3,4th Max,6.0,0.06960000000000001
Wayne County,MI,PM10,2nd Max,3.0,64.58
Wayne County,MI,PM2.5,98th Percentile,7.0,24.0
Wayne County,MI,PM2.5,Weighted Annual Mean,7.0,8.74
Wayne County,MI,Pb,Max 3-Month Average,1.0,0.012
Wayne County,MI,SO2,99th Percentile,1.0,43.8
Wayne County,NY,O3,4th Max,2.0,0.0632
Wayne County,WV,NO2,98th Percentile,1.0,28.0
Wayne County,WV,NO2,Annual Mean,1.0,5.2
Wayne County,WV,O3,4th Max,3.0,0.05820000000000001
Wayne County,WV,PM10,2nd Max,1.0,48.2
Wayne County,WV,PM2.5,98th Percentile,1.0,18.0
Wayne County,WV,PM2.5,Weighted Annual Mean,1.0,7.159999999999999
Wayne County,WV,SO2,99th Percentile,2.0,6.4
Webb County,TX,O3,4th Max,1.0,0.0622
Webb County,TX,PM10,2nd Max,2.0,66.96000000000001
Weber County,UT,O3,4th Max,2.0,0.07420000000000002
Webster County,MO,O3,4th Max,1.0,0.063
Weld County,CO,O3,4th Max,1.0,0.07020000000000001
Weld County,CO,PM2.5,98th Percentile,2.0,26.4
Weld County,CO,PM2.5,Weighted Annual Mean,2.0,8.02
Wells County,IN,O3,4th Max,2.0,0.064
West Baton Rouge Parish,LA,CO,2nd Max,1.0,0.86
West Baton Rouge Parish,LA,NO2,98th Percentile,5.0,24.2
West Baton Rouge Parish,LA,NO2,Annual Mean,5.0,4.2
West Baton Rouge Parish,LA,O3,4th Max,9.0,0.0664
West Baton Rouge Parish,LA,PM2.5,98th Percentile,3.0,19.0
West Baton Rouge Parish,LA,PM2.5,Weighted Annual Mean,3.0,8.58
West Baton Rouge Parish,LA,SO2,99th Percentile,2.0,16.4
West Feliciana Parish,LA,CO,2nd Max,1.0,0.86
West Feliciana Parish,LA,NO2,98th Percentile,5.0,24.2
West Feliciana Parish,LA,NO2,Annual Mean,5.0,4.2
West Feliciana Parish,LA,O3,4th Max,9.0,0.0664
West Feliciana Parish,LA,PM2.5,98th Percentile,3.0,19.0
West Feliciana Parish,LA,PM2.5,Weighted Annual Mean,3.0,8.58
West Feliciana Parish,LA,SO2,99th Percentile,2.0,16.4
Westchester County,NY,CO,2nd Max,4.0,1.5399999999999998
Westchester County,NY,NO2,98th Percentile,3.0,47.0
Westchester County,NY,NO2,Annual Mean,4.0,12.8
Westchester County,NY,O3,4th Max,16.0,0.0668
Westchester County,NY,PM10,2nd Max,1.0,33.4
Westchester County,NY,PM2.5,98th Percentile,10.0,20.6
Westchester County,NY,PM2.5,Weighted Annual Mean,10.0,7.44
Westchester County,NY,SO2,99th Percentile,7.0,4.8
Western Connecticut Planning Region,CT,O3,4th Max,4.0,0.0782
Western Connecticut Planning Region,CT,PM2.5,98th Percentile,2.0,20.8
Western Connecticut Planning Region,CT,PM2.5,Weighted Annual Mean,2.0,7.26
Westmoreland County,PA,NO2,98th Percentile,2.0,34.8
Westmoreland County,PA,NO2,Annual Mean,2.0,7.2
Westmoreland County,PA,O3,4th Max,10.0,0.063
Westmoreland County,PA,PM10,2nd Max,5.0,51.239999999999995
Westmoreland County,PA,PM2.5,98th Percentile,10.0,21.8
Westmoreland County,PA,PM2.5,Weighted Annual Mean,10.0,8.6
Westmoreland County,PA,SO2,99th Percentile,5.0,19.8
Wexford County,MI,O3,4th Max,2.0,0.0664
Whatcom County,WA,O3,4th Max,1.0,0.0498
Whitfield County,GA,O3,4th Max,1.0,0.0646
Whitley County,IN,O3,4th Max,2.0,0.064
Wicomico County,MD,O3,4th Max,2.0,0.0626
Wicomico County,MD,PM2.5,98th Percentile,1.0,19.6
Wicomico County,MD,PM2.5,Weighted Annual Mean,1.0,7.140000000000001
Will County,IL,NO2,98th Percentile,2.0,54.2
Will County,IL,NO2,Annual Mean,3.0,14.199999999999998
Will County,IL,O3,4th Max,18.0,0.0728
Will County,IL,PM10,2nd Max,5.0,84.75999999999999
Will County,IL,PM2.5,98th Percentile,5.0,21.4
Will County,IL,PM2.5,Weighted Annual Mean,5.0,8.6
Will County,IL,Pb,Max 3-Month Average,1.0,0.018
Will County,IL,SO2,99th Percentile,3.0,17.8
Williamsburg city,VA,O3,4th Max,2.0,0.056999999999999995
Williamsburg city,VA,PM10,2nd Max,1.0,21.0
Williamsburg city,VA,PM2.5,98th Percentile,2.0,16.4
Williamsburg city,VA,PM2.5,Weighted Annual Mean,2.0,6.92
Williamson County,TN,NO2,Annual Mean,1.0,6.6
Williamson County,TN,O3,4th Max,5.0,0.0644
Williamson County,TX,O3,4th Max,2.0,0.06720000000000001
Williamson County,TX,PM10,2nd Max,1.0,66.0
Wilson County,TN,NO2,Annual Mean,1.0,6.6
Wilson County,TN,O3,4th Max,5.0,0.0644
Wilson County,TX,NO2,98th Percentile,1.0,34.2
Wilson County,TX,NO2,Annual Mean,1.0,4.4
Wilson County,TX,O3,4th Max,3.0,0.07160000000000001
Wilson County,TX,PM10,2nd Max,1.0,62.2
Winchester city,VA,O3,4th Max,1.0,0.0578
Winnebago County,IL,O3,4th Max,1.0,0.06920000000000001
Wirt County,WV,O3,4th Max,1.0,0.061399999999999996
Wirt County,WV,PM2.5,98th Percentile,1.0,18.4
Wirt County,WV,PM2.5,Weighted Annual Mean,1.0,7.779999999999999
Wirt County,WV,SO2,99th Percentile,1.0,20.8
Wise County,TX,NO2,98th Percentile,5.0,37.4
Wise County,TX,NO2,Annual Mean,7.0,6.2
Wise County,TX,O3,4th Max,15.0,0.0724
Wise County,TX,PM2.5,98th Percentile,4.0,21.2
Wise County,TX,PM2.5,Weighted Annual Mean,4.0,9.14
Wise County,TX,SO2,99th Percentile,2.0,8.8
Wood County,OH,O3,4th Max,4.0,0.06760000000000001
Wood County,OH,PM2.5,98th Percentile,2.0,21.8
Wood County,OH,PM2.5,Weighted Annual Mean,2.0,8.040000000000001
Wood County,WV,O3,4th Max,1.0,0.061399999999999996
Wood County,WV,PM2.5,98th Percentile,1.0,18.4
Wood County,WV,PM2.5,Weighted Annual Mean,1.0,7.779999999999999
Wood County,WV,SO2,99th Percentile,1.0,20.8
Woodford County,IL,O3,4th Max,2.0,0.067
Woodford County,KY,NO2,98th Percentile,1.0,40.4
Woodford County,KY,NO2,Annual Mean,1.0,5.8
Woodford County,KY,O3,4th Max,2.0,0.0636
Woodford County,KY,PM2.5,98th Percentile,1.0,19.6
Woodford County,KY,PM2.5,Weighted Annual Mean,1.0,7.62
Woodford County,KY,SO2,99th Percentile,1.0,3.4
Worcester County,MA,O3,4th Max,2.0,0.0628
Worth County,GA,PM2.5,98th Percentile,1.0,26.6
Worth County,GA,PM2.5,Weighted Annual Mean,1.0,9.32
Worth County,IA,PM10,2nd Max,1.0,54.8
Wright County,MN,CO,2nd Max,3.0,1.0399999999999998
Wright County,MN,NO2,98th Percentile,1.0,23.6
Wright County,MN,NO2,Annual Mean,2.0,5.8
Wright County,MN,O3,4th Max,3.0,0.06239999999999999
Wright County,MN,PM10,2nd Max,1.0,76.8
Wright County,MN,PM2.5,98th Percentile,6.0,24.8
Wright County,MN,PM2.5,Weighted Annual Mean,6.0,7.88
Wright County,MN,SO2,99th Percentile,4.0,6.8
Wyandotte County,KS,CO,2nd Max,1.0,0.9400000000000001
Wyandotte County,KS,NO2,Annual Mean,2.0,9.6
Wyandotte County,KS,O3,4th Max,5.0,0.0664
Wyandotte County,KS,PM2.5,98th Percentile,3.0,19.2
Wyandotte County,KS,PM2.5,Weighted Annual Mean,3.0,7.260000000000001
